HHID,HHSIZE,VISITORS,HHSTRUCTURE,DWELLTYPE,OWNDWELL,YEARSLIVED,MONTHSLIVED,ADULTBIKES,KIDSBIKES,TOTALBIKES,ADULTBIKESUSED,KIDSBIKESUSED,TOTALBIKESUSED,CARS,FOURWDS,UTES,VANS,TRUCKS,MBIKES,OTHERVEHS,TOTALVEHS,HOMESLA,HOMELGA,ADHHWGT,WDHHWGT,WEHHWGT,HomeRegion,StationProx,Day_Type,SURVEY_PERIOD,HHINC_quintile
Y09H060715,5,0,3,1,2,7,3,2,3,5,0,0,0,0,1,1,0,0,0,0,2,205554411,24410,70.7,101.5,0,1,3,1,2,4
Y09H060718,2,1,2,1,2,16,10,0,3,3,0,2,2,3,0,0,0,0,0,0,3,205554411,24410,94.3,135.3,0,1,3,1,2,5
Y09H060719,4,0,3,1,2,1,7,1,0,1,0,0,0,3,0,0,0,0,0,0,3,205554411,24410,91.2,130.9,0,1,3,1,2,5
Y09H060720,4,0,3,1,3,1,1,1,2,3,0,0,0,2,0,0,0,0,0,0,2,205554411,24410,126,0,364.1,1,3,2,2,3
Y09H060721,4,0,4,1,2,5,10,4,3,7,0,2,2,3,0,0,0,0,0,0,3,205554411,24410,79.4,0,257.5,1,3,2,2,3
Y09H060723,2,0,2,1,2,22,10,0,0,0,0,0,0,1,1,0,0,0,0,0,2,205554411,24410,88.7,127.4,0,1,3,1,2,5
Y09H060724,5,1,3,1,1,19,2,2,0,2,0,0,0,2,1,0,1,0,0,0,4,205554411,24410,120.9,175.2,0,1,3,1,2,5
Y09H060725,3,0,3,1,2,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,2,205554411,24410,94.3,135.3,0,1,3,1,2,4
Y09H060731,3,0,3,1,2,25,5,2,0,2,0,0,0,3,0,0,0,0,0,0,3,205554411,24410,98.7,141.7,0,1,3,1,2,4
Y09H060734,4,0,3,1,2,5,3,2,2,4,2,2,4,2,0,0,0,0,0,0,2,205554411,24410,79.4,0,257.5,1,3,2,2,4
Y09H060735,6,0,3,1,2,9,2,2,2,4,1,0,1,2,0,0,0,0,0,0,2,205554411,24410,79.4,0,257.5,1,3,2,2,2
Y09H060736,2,0,2,1,1,25,8,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205554411,24410,86.6,125.4,0,1,3,1,2,1
Y09H060737,2,0,2,1,1,19,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205554411,24410,108.7,157.5,0,1,3,1,2,4
Y09H060738,2,0,2,1,2,0,1,2,0,2,0,0,0,1,1,0,0,0,0,0,2,205554411,24410,98.7,141.7,0,1,3,1,2,5
Y09H060739,4,0,3,1,3,1,1,0,2,2,0,0,0,2,0,0,0,0,0,0,2,205554411,24410,149.5,225.3,0,1,3,1,2,4
Y09H060801,4,0,3,1,1,7,9,4,2,6,2,0,2,1,0,0,0,0,0,0,1,205451112,21110,100,139.8,0,1,1,1,2,4
Y09H060802,4,0,3,1,2,19,10,3,0,3,1,0,1,1,1,0,0,0,0,0,2,205451112,21110,174,235.2,0,1,1,1,2,5
Y09H060803,4,0,3,1,2,5,4,0,2,2,0,2,2,1,0,1,0,0,0,0,2,205451112,21110,193.6,261.7,0,1,1,1,2,4
Y09H060805,4,0,3,1,2,7,2,3,0,3,1,0,1,2,0,0,0,0,0,0,2,205451112,21110,178.8,241.7,0,1,1,1,2,4
Y09H060809,4,0,3,1,2,5,5,2,0,2,0,0,0,1,1,0,0,0,0,0,2,205451112,21110,174,235.2,0,1,1,1,2,5
Y09H060810,5,0,3,1,2,4,6,1,2,3,0,1,1,2,0,0,0,0,0,0,2,205451112,21110,193.6,261.7,0,1,1,1,2,5
Y09H060811,4,0,3,1,1,8,7,2,2,4,0,0,0,2,0,0,0,0,0,0,2,205451112,21110,133.3,186.4,0,1,1,1,2,5
Y09H060812,4,0,3,1,1,25,0,4,0,4,1,0,1,1,1,0,0,0,0,0,2,205451112,21110,128.9,180.3,0,1,1,1,2,5
Y09H060814,2,4,2,1,1,11,9,2,0,2,0,0,0,1,1,0,0,0,0,0,2,205451112,21110,112.4,0,387.2,1,1,2,2,5
Y09H060816,5,0,3,1,2,12,10,0,3,3,0,1,1,2,0,0,0,0,0,0,2,205451112,21110,174,235.2,0,1,1,1,2,2
Y09H060819,4,0,3,1,2,1,4,4,3,7,0,0,0,1,1,0,0,0,0,0,2,205451112,21110,178.8,241.7,0,1,1,1,2,5
Y09H060826,5,1,3,1,2,14,5,4,2,6,1,0,1,3,0,0,0,0,0,0,3,205451112,21110,178.8,241.7,0,1,1,1,2,5
Y09H060827,4,0,3,1,1,6,11,5,0,5,1,0,1,3,1,0,0,0,0,0,4,205451112,21110,112.4,0,387.2,1,1,2,2,5
Y09H060831,2,0,2,1,1,18,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205451112,21110,139.6,195.2,0,1,1,1,2,5
Y09H060832,3,0,3,1,1,3,9,1,2,3,0,0,0,1,1,0,0,0,0,0,2,205451112,21110,133.3,186.4,0,1,1,1,2,5
Y09H060833,4,2,3,1,2,2,9,3,1,4,0,0,0,0,1,0,0,0,0,0,1,205451112,21110,178.8,241.7,0,1,1,1,2,5
Y09H060834,2,0,5,1,1,45,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205451112,21110,112.4,0,387.2,1,1,2,2,1
Y09H060835,4,0,3,1,1,25,1,7,0,7,4,0,4,1,1,0,0,0,0,0,2,205451112,21110,112.4,0,387.2,1,1,2,2,5
Y09H060838,1,0,1,1,1,40,9,0,0,0,0,0,0,1,1,0,0,0,0,0,2,205451112,21110,139.6,195.2,0,1,1,1,2,1
Y09H060842,4,0,3,1,1,5,8,1,1,2,0,1,1,1,1,0,0,0,0,0,2,205451112,21110,112.4,0,387.2,1,1,2,2,5
Y09H060902,2,0,2,1,1,11,9,3,0,3,2,0,2,2,0,0,0,0,0,0,2,205506985,26980,89.4,122.1,0,1,2,1,2,5
Y09H060903,2,0,2,1,2,19,11,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205506985,26980,121.6,213.2,0,1,2,1,2,4
Y09H060904,4,0,3,1,2,15,0,3,1,4,2,0,2,2,0,0,0,0,1,0,3,205506985,26980,146.9,257.7,0,1,2,1,2,4
Y09H060906,3,0,3,1,2,2,4,3,0,3,0,0,0,3,0,0,0,0,0,0,3,205506985,26980,178.5,0,492.4,1,2,2,2,5
Y09H060907,1,0,1,1,1,13,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205506985,26980,115.1,0,520.5,1,3,2,2,1
Y09H060908,1,0,1,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205506985,26980,271.3,299.2,0,1,3,1,2,1
Y09H060909,2,0,2,3,3,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205506985,26980,288.2,317.8,0,1,3,1,2,4
Y09H060910,2,0,2,1,3,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205506985,26980,247.7,323.5,0,1,3,1,2,2
Y09H060911,2,0,2,1,1,12,5,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205506985,26980,100.1,136.8,0,1,3,1,2,4
Y09H060913,5,0,3,1,2,14,11,2,2,4,0,2,2,1,0,0,1,0,0,0,2,205506985,26980,178.5,0,492.4,1,2,2,2,2
Y09H060915,5,0,3,1,2,14,6,0,1,1,0,1,1,2,0,0,0,0,0,0,2,205506985,26980,123.5,216.6,0,1,2,1,2,4
Y09H060916,4,0,3,1,2,6,6,2,2,4,2,2,4,0,1,0,0,0,0,0,1,205506985,26980,131.2,230.1,0,1,2,1,2,5
Y09H060918,2,0,2,1,2,1,11,1,0,1,1,0,1,2,0,0,0,0,0,0,2,205506985,26980,146.9,257.7,0,1,2,1,2,5
Y09H060921,4,0,3,1,2,17,4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205506985,26980,168.9,0,465.8,1,2,2,2,5
Y09H060922,2,0,2,1,1,53,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205506985,26980,84.1,115,0,1,2,1,2,3
Y09H060923,1,0,1,2,2,13,3,2,0,2,1,0,1,1,0,0,0,0,0,0,1,205506985,26980,134.1,136.2,0,1,2,1,2,3
Y09H060924,1,0,1,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205506985,26980,267.1,294.5,0,1,2,1,2,1
Y09H060929,2,0,2,1,1,11,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205506985,26980,84.1,115,0,1,2,1,2,2
Y09H060931,1,0,1,3,1,19,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205506985,26980,244.1,247.9,0,1,3,1,2,1
Y09H060932,4,0,3,2,1,3,9,2,0,2,0,0,0,3,0,0,0,0,0,0,3,205506985,26980,295,299.6,0,1,3,1,2,4
Y09H060933,3,0,4,2,1,19,0,1,0,1,1,0,1,2,0,0,0,0,0,0,2,205506985,26980,296.5,301.1,0,1,3,1,2,1
Y09H060935,3,0,3,1,1,4,10,0,0,0,0,0,0,3,0,0,0,0,0,0,3,205506985,26980,115.1,0,520.5,1,3,2,2,3
Y09H060936,3,0,3,2,2,1,9,0,2,2,0,0,0,1,0,0,0,0,0,0,1,205506985,26980,126.3,128.2,0,1,3,1,2,3
Y09H060938,2,0,2,1,1,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205506985,26980,82.8,113.2,0,1,2,1,2,2
Y09H060939,6,0,3,1,2,10,3,4,0,4,0,0,0,2,0,0,0,0,0,0,2,205506985,26980,146.9,257.7,0,1,2,1,2,5
Y09H060941,4,0,3,1,2,10,3,0,2,2,0,0,0,1,0,0,0,0,0,0,1,205506985,26980,178.5,0,492.4,1,2,2,2,2
Y09H061001,2,0,5,1,3,7,10,2,0,2,1,0,1,4,0,0,0,0,0,0,4,205451113,21110,205.3,262.5,0,1,2,1,2,1
Y09H061002,3,0,3,2,2,2,10,2,0,2,0,0,0,1,0,0,0,0,0,0,1,205451113,21110,75.5,115.8,0,1,2,1,2,5
Y09H061008,3,0,3,2,1,30,1,6,0,6,0,0,0,2,0,0,0,0,0,0,2,205451113,21110,70.7,108.4,0,1,2,1,2,5
Y09H061010,1,0,1,3,3,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,205451113,21110,112.5,157.2,0,1,2,1,2,2
Y09H061011,2,0,2,3,3,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,205451113,21110,135.9,190,0,1,2,1,2,5
Y09H061012,2,0,2,3,3,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,2,205451113,21110,136.6,190.9,0,1,2,1,2,5
Y09H061014,2,0,2,2,3,0,11,2,0,2,0,0,0,1,0,0,0,0,0,0,1,205451113,21110,156.2,0,548.1,1,2,2,2,5
Y09H061018,2,0,2,3,2,2,0,2,0,2,0,0,0,1,0,1,0,0,0,0,2,205451113,21110,84.5,129.7,0,1,2,1,2,4
Y09H061022,1,0,1,3,1,23,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205451113,21110,70.7,108.4,0,1,2,1,2,1
Y09H061023,2,0,2,1,1,23,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,205451113,21110,92.3,138.9,0,1,2,1,2,3
Y09H061024,1,0,1,2,3,15,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,205451113,21110,112.5,157.2,0,1,2,1,2,3
Y09H061028,2,0,2,3,3,0,10,1,0,1,0,0,0,2,0,0,0,0,0,0,2,205451113,21110,156.2,0,548.1,1,2,2,2,5
Y09H061031,2,0,2,2,1,7,5,3,0,3,2,0,2,1,1,0,0,0,0,0,2,205451113,21110,54.5,83.6,0,1,2,1,2,5
Y09H061032,2,0,5,2,1,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205451113,21110,65.9,101.1,0,1,2,1,2,1
Y09H061035,1,0,1,3,2,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,205451113,21110,97.2,0,274.3,1,2,2,2,3
Y09H061037,2,0,2,1,2,17,5,2,0,2,0,0,0,2,0,0,0,0,0,0,2,205451113,21110,167.1,244.2,0,1,2,1,2,5
Y09H061039,4,0,3,1,1,6,0,2,1,3,0,1,1,0,2,0,0,0,0,0,2,205451113,21110,103.4,155.5,0,1,2,1,2,5
Y09H061041,1,0,1,1,1,20,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205451113,21110,125.6,0,369.6,1,2,2,2,1
Y09H061102,3,0,3,1,2,8,10,2,0,2,0,0,0,2,0,0,0,0,0,0,2,205554411,24410,75.1,107.8,0,1,3,1,2,3
Y09H061104,4,0,3,1,2,10,11,2,0,2,0,0,0,4,0,0,0,0,0,0,4,205554411,24410,84.1,120.7,0,1,3,1,2,4
Y09H061105,3,0,5,1,3,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,205554411,24410,134.1,202.1,0,1,3,1,2,2
Y09H061106,4,0,3,1,3,6,9,1,0,1,0,0,0,1,0,0,0,0,0,0,1,205554411,24410,162.1,0,468.3,1,3,2,2,4
Y09H061107,3,0,3,1,2,0,10,2,0,2,0,0,0,2,0,0,0,0,0,0,2,205554411,24410,96.7,0,313.3,1,3,2,2,3
Y09H061109,1,0,1,1,2,11,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205554411,24410,75.1,107.8,0,1,3,1,2,1
Y09H061110,5,0,5,1,2,10,7,2,0,2,0,0,0,1,0,0,0,0,0,0,1,205554411,24410,69.6,99.9,0,1,3,1,2,5
Y09H061111,2,0,4,1,3,2,11,0,0,0,0,0,0,1,2,0,0,0,0,0,3,205554411,24410,133.4,201,0,1,3,1,2,2
Y09H061116,4,0,3,1,3,5,5,2,0,2,0,0,0,1,0,0,0,0,0,0,1,205554411,24410,119.1,179.5,0,1,3,1,2,2
Y09H061118,2,0,2,1,2,17,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,205554411,24410,84.1,120.7,0,1,3,1,2,2
Y09H061119,3,0,3,1,2,5,5,1,1,2,0,0,0,1,0,1,0,0,1,0,3,205554411,24410,84.5,121.3,0,1,3,1,2,3
Y09H061121,1,0,1,2,2,1,11,1,0,1,0,0,0,1,0,0,0,0,0,0,1,205554411,24410,305.1,0,1113.7,1,3,2,2,1
Y09H061122,1,0,1,1,2,2,10,0,0,0,0,0,0,1,1,0,0,0,0,0,2,205554411,24410,90.2,129.5,0,1,3,1,2,4
Y09H061124,2,0,2,1,2,8,4,2,0,2,0,0,0,1,1,0,0,0,0,0,2,205554411,24410,69.6,99.9,0,1,3,1,2,5
Y09H061125,2,0,2,1,2,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,205554411,24410,84.1,120.7,0,1,3,1,2,3
Y09H061127,2,0,5,1,2,5,3,2,2,4,2,2,4,0,1,0,0,1,1,0,3,205554411,24410,102.2,0,331.2,1,3,2,2,3
Y09H061128,2,0,2,1,2,6,4,1,0,1,0,0,0,1,0,0,0,0,0,0,1,205554411,24410,96.7,0,313.3,1,3,2,2,1
Y09H061131,1,0,1,3,3,14,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205554411,24410,233.7,321.4,0,1,3,1,2,1
Y09H061134,1,0,1,3,1,3,0,1,0,1,1,0,1,2,0,0,0,0,0,0,2,205554411,24410,402.9,0,1476.4,1,3,2,2,2
Y09H061138,1,0,1,2,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205554411,24410,233.7,321.4,0,1,3,1,2,2
Y09H061140,2,0,2,1,2,1,6,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205554411,24410,84.5,121.3,0,1,3,1,2,3
Y09H061201,3,0,3,1,2,9,9,2,1,3,1,1,2,1,1,0,0,0,0,0,2,205554412,24410,89.2,125,0,1,2,1,2,4
Y09H061202,2,0,5,2,3,1,7,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205554412,24410,76.8,95.1,0,1,2,1,2,3
Y09H061205,1,0,1,2,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205554412,24410,86.5,107.1,0,1,2,1,2,2
Y09H061209,3,0,3,1,3,2,2,2,1,3,0,1,1,2,0,0,0,0,0,0,2,205554412,24410,114.9,151.1,0,1,2,1,2,5
Y09H061211,4,0,3,1,3,2,1,2,0,2,0,0,0,2,0,0,0,0,0,0,2,205554412,24410,128.7,169.2,0,1,2,1,2,4
Y09H061213,2,0,4,1,2,23,7,1,3,4,0,0,0,1,0,0,0,0,0,0,1,205554412,24410,101.1,0,352.5,1,2,2,2,1
Y09H061215,1,1,1,2,2,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,205554412,24410,47.7,73.1,0,1,2,1,2,2
Y09H061216,2,0,2,1,1,19,5,2,0,2,0,0,0,2,0,0,0,0,0,0,2,205554412,24410,117.7,161.9,0,1,2,1,2,3
Y09H061218,2,0,2,1,1,27,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205554412,24410,131.8,181.3,0,1,2,1,2,3
Y09H061219,2,0,2,1,1,8,11,1,0,1,0,0,0,1,0,0,0,0,0,0,1,205554412,24410,132.5,182.2,0,1,2,1,2,4
Y09H061220,5,0,3,1,2,6,6,2,3,5,1,1,2,1,1,0,0,0,0,0,2,205554412,24410,101.1,0,352.5,1,2,2,2,5
Y09H061221,3,0,3,1,1,5,6,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205554412,24410,151.5,0,556.1,1,2,2,2,5
Y09H061222,3,0,3,1,1,21,2,0,0,0,0,0,0,3,0,0,0,0,0,0,3,205554412,24410,141.3,194.4,0,1,2,1,2,3
Y09H061223,2,0,4,1,2,8,3,3,3,6,0,1,1,1,0,0,0,0,0,0,1,205554412,24410,74.3,104.1,0,1,2,1,2,4
Y09H061224,3,0,4,2,2,5,6,1,0,1,1,0,1,2,0,0,0,0,0,0,2,205554412,24410,36.8,56.4,0,1,2,1,2,4
Y09H061225,2,0,2,2,1,5,6,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205554412,24410,46.1,64,0,1,2,1,2,5
Y09H061226,2,0,2,2,3,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,2,205554412,24410,86.5,107.1,0,1,2,1,2,4
Y09H061227,2,0,2,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205554412,24410,104.6,0,565.9,1,2,2,2,5
Y09H061228,2,0,2,1,1,52,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,205554412,24410,151.5,0,556.1,1,2,2,2,2
Y09H061229,2,0,2,2,1,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,2,205554412,24410,49.5,68.7,0,1,2,1,2,2
Y09H061230,2,0,2,1,1,25,8,1,0,1,0,0,0,1,0,0,0,0,0,0,1,205554412,24410,117.7,161.9,0,1,2,1,2,2
Y09H061231,4,0,3,2,3,3,7,2,0,2,1,0,1,2,0,0,0,0,0,0,2,205554412,24410,71.2,88.2,0,1,2,1,2,2
Y09H061232,4,0,5,3,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205554412,24410,86,106.5,0,1,2,1,2,2
Y09H061233,2,0,2,2,2,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205554412,24410,44.7,68.5,0,1,2,1,2,4
Y09H061234,1,0,1,3,2,0,1,6,0,6,3,0,3,1,0,0,0,0,0,0,1,205554412,24410,54,0,152.5,1,2,2,2,5
Y09H061236,1,0,1,3,1,11,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205554412,24410,49.5,68.7,0,1,2,1,2,1
Y09H061238,2,0,2,3,3,2,9,1,0,1,0,0,0,0,1,0,0,0,0,0,1,205554412,24410,71.2,88.2,0,1,2,1,2,5
Y09H061240,1,0,1,2,2,10,5,2,0,2,1,0,1,1,0,0,0,0,0,0,1,205554412,24410,44.7,68.5,0,1,2,1,2,3
Y09H061241,2,1,2,1,2,3,4,0,0,0,0,0,0,1,0,0,0,0,1,0,2,205554412,24410,101.1,0,352.5,1,2,2,2,5
Y09H061302,1,2,1,1,1,2,1,2,1,3,0,1,1,2,0,0,0,0,0,0,2,205554411,24410,92,133.3,0,1,2,1,2,1
Y09H061303,2,1,4,1,1,17,2,1,0,1,0,0,0,2,0,0,0,0,0,0,2,205554411,24410,85.2,123.5,0,1,2,1,2,3
Y09H061306,2,0,4,1,1,24,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205554411,24410,94.6,0,299.6,1,2,2,2,2
Y09H061307,3,0,3,1,2,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,2,205554411,24410,98.7,0,319.9,1,2,2,2,2
Y09H061308,4,0,3,1,2,5,6,0,2,2,0,2,2,0,1,1,0,0,0,0,2,205554411,24410,90.2,129.5,0,1,2,1,2,5
Y09H061309,1,0,1,1,2,0,5,1,0,1,0,0,0,1,0,0,0,0,0,0,1,205554411,24410,75.1,107.8,0,1,1,1,2,3
Y09H061310,2,0,2,1,2,6,5,2,0,2,0,0,0,1,1,0,0,0,0,0,2,205554411,24410,69.6,99.9,0,1,2,1,2,5
Y09H061311,5,7,3,1,1,9,7,2,3,5,1,2,3,1,1,0,0,0,0,0,2,205554411,24410,82.4,119.4,0,1,2,1,2,2
Y09H061314,5,0,3,1,2,0,6,0,3,3,0,3,3,2,0,0,0,0,0,0,2,205554411,24410,98.7,0,319.9,1,2,2,2,4
Y09H061316,4,0,3,3,2,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205554411,24410,237,325.9,0,1,2,1,2,3
Y09H061317,2,0,2,2,2,0,6,2,0,2,0,0,0,1,1,0,0,0,0,0,2,205554411,24410,219.6,302,0,1,2,1,2,4
Y09H061318,1,0,1,3,3,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205554411,24410,226,310.7,0,1,2,1,2,1
Y09H061322,2,0,2,3,3,5,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205554411,24410,303,416.6,0,1,2,1,2,2
Y09H061325,1,0,1,1,3,3,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,205554411,24410,106.7,160.8,0,1,2,1,2,3
Y09H061326,2,0,2,3,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205554411,24410,284.7,432.8,0,1,1,1,2,1
Y09H061327,2,0,5,3,3,4,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205554411,24410,259.4,0,947,1,1,2,2,4
Y09H061328,3,0,3,1,1,5,7,2,0,2,0,0,0,3,0,0,0,0,0,0,3,205554411,24410,120.9,0,382.9,1,2,2,2,4
Y09H061329,4,0,3,1,1,4,5,2,2,4,0,2,2,0,2,0,0,0,0,0,2,205554411,24410,110.5,160.1,0,1,2,1,2,5
Y09H061330,2,0,2,1,1,21,6,3,0,3,1,0,1,1,0,1,0,0,0,0,2,205554411,24410,92,133.3,0,1,2,1,2,2
Y09H061331,1,0,1,1,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205554411,24410,69.6,99.9,0,1,2,1,2,5
Y09H061332,2,0,2,3,3,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205554411,24410,226,310.7,0,1,2,1,2,1
Y09H061337,2,0,4,3,3,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205554411,24410,252.2,346.8,0,1,1,1,2,1
Y09H061338,2,0,2,1,1,7,6,2,0,2,0,0,0,1,0,0,0,0,0,0,1,205554411,24410,85.2,123.5,0,1,1,1,2,3
Y09H061339,1,0,1,3,2,8,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205554411,24410,212.3,291.9,0,1,1,1,2,2
Y09H061340,2,0,2,1,1,8,5,2,0,2,0,0,0,1,1,0,0,0,0,0,2,205554411,24410,88.5,128.2,0,1,2,1,2,5
Y09H061401,2,0,2,1,1,27,1,3,0,3,0,0,0,1,1,0,0,0,0,0,2,205506984,26980,93,141.8,0,1,2,1,2,3
Y09H061402,4,0,3,1,1,6,2,3,0,3,0,0,0,3,0,0,0,0,0,0,3,205506984,26980,89.1,135.8,0,1,2,1,2,5
Y09H061403,3,0,3,1,2,13,7,0,0,0,0,0,0,3,0,0,0,0,0,0,3,205506984,26980,141.1,163.4,0,1,2,1,2,5
Y09H061404,2,0,2,1,1,38,9,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205506984,26980,68.6,104.6,0,1,2,1,2,3
Y09H061405,2,0,2,1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205506984,26980,119.8,138.7,0,1,2,1,2,3
Y09H061406,2,0,2,1,1,34,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205506984,26980,78.8,0,233.5,1,2,2,2,2
Y09H061409,1,0,1,1,1,10,4,2,0,2,0,0,0,1,0,1,0,0,0,0,2,205506984,26980,89.1,135.8,0,1,2,1,2,3
Y09H061410,2,0,2,1,1,35,6,2,0,2,0,0,0,0,0,0,1,0,0,0,1,205506984,26980,86.8,132.4,0,1,2,1,2,3
Y09H061412,5,0,3,1,3,0,8,0,3,3,0,3,3,1,1,0,0,0,0,0,2,205506984,26980,137,224.7,0,1,2,1,2,4
Y09H061413,4,0,3,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205506984,26980,78.8,0,233.5,1,3,2,2,3
Y09H061414,7,0,3,1,3,1,6,2,5,7,0,2,2,2,0,0,0,0,0,0,2,205506984,26980,187.2,0,486.9,1,2,2,2,4
Y09H061415,4,0,3,1,1,15,3,2,3,5,0,1,1,2,0,0,0,0,0,0,2,205506984,26980,93,141.8,0,1,3,1,2,5
Y09H061417,1,0,1,1,1,16,9,1,0,1,0,0,0,1,0,0,0,0,0,0,1,205506984,26980,86.8,132.4,0,1,2,1,2,2
Y09H061418,5,0,3,1,2,9,3,1,2,3,1,1,2,2,0,0,0,0,0,0,2,205506984,26980,111.5,129.2,0,1,3,1,2,5
Y09H061419,2,1,2,1,1,11,6,0,0,0,0,0,0,0,2,0,0,0,0,0,2,205506984,26980,73.7,112.3,0,1,2,1,2,4
Y09H061420,5,0,5,1,1,50,1,0,0,0,0,0,0,3,0,0,0,0,0,0,3,205506984,26980,78.8,0,233.5,1,2,2,2,4
Y09H061422,2,0,2,1,2,25,9,1,0,1,0,0,0,1,0,0,1,0,1,0,3,205506984,26980,151.2,175,0,1,2,1,2,1
Y09H061423,2,0,4,1,1,20,9,2,0,2,1,0,1,1,0,0,0,0,0,0,1,205506984,26980,89.1,135.8,0,1,3,1,2,4
Y09H061424,5,0,3,1,2,17,10,2,3,5,0,0,0,1,1,0,0,0,0,0,2,205506984,26980,141.1,163.4,0,1,3,1,2,5
Y09H061425,3,0,3,1,2,11,1,2,1,3,0,1,1,1,1,0,0,0,0,0,2,205506984,26980,111.5,129.2,0,1,3,1,2,3
Y09H061426,4,0,3,1,2,0,3,2,2,4,2,2,4,1,0,1,0,0,0,0,2,205506984,26980,119.8,138.7,0,1,3,1,2,3
Y09H061428,2,0,2,1,1,53,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,205506984,26980,100.7,0,298.4,1,2,2,2,1
Y09H061429,5,0,3,1,2,27,3,4,0,4,0,0,0,4,0,0,0,0,0,0,4,205506984,26980,151.2,175,0,1,2,1,2,5
Y09H061434,1,0,1,1,1,26,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205506984,26980,78.8,0,233.5,1,2,2,2,1
Y09H061435,4,0,3,1,1,30,11,0,0,0,0,0,0,3,0,0,0,0,0,0,3,205506984,26980,100.7,0,298.4,1,2,2,2,5
Y09H061436,1,1,1,2,1,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205506984,26980,213.1,286.9,0,1,2,1,2,1
Y09H061437,5,0,3,1,2,16,2,0,1,1,0,1,1,3,0,0,0,0,0,0,3,205506984,26980,144.8,167.7,0,1,3,1,2,5
