HHID,HHSIZE,VISITORS,HHSTRUCTURE,DWELLTYPE,OWNDWELL,YEARSLIVED,MONTHSLIVED,ADULTBIKES,KIDSBIKES,TOTALBIKES,ADULTBIKESUSED,KIDSBIKESUSED,TOTALBIKESUSED,CARS,FOURWDS,UTES,VANS,TRUCKS,MBIKES,OTHERVEHS,TOTALVEHS,HOMESLA,HOMELGA,ADHHWGT,WDHHWGT,WEHHWGT,HomeRegion,StationProx,Day_Type,SURVEY_PERIOD,HHINC_quintile
Y09H103614,5,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205752671,22670,97.8,0,383.7,1,2,2,2,1
Y09H103615,1,0,1,3,3,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205752671,22670,71.4,96,0,1,2,1,2,2
Y09H103617,4,0,3,3,3,1,4,1,1,2,0,1,1,1,0,0,0,0,0,0,1,205752671,22670,66.5,89.5,0,1,2,1,2,4
Y09H103620,5,3,4,1,3,10,7,0,1,1,0,0,0,2,0,0,0,0,0,0,2,205752671,22670,104,0,477,1,2,2,2,3
Y09H103622,3,0,3,3,3,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205752671,22670,71.4,96,0,1,2,1,2,5
Y09H103623,2,0,2,3,3,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205752671,22670,65.9,88.7,0,1,2,1,2,2
Y09H103625,3,0,3,3,3,0,3,0,1,1,0,1,1,1,0,0,0,0,0,0,1,205752671,22670,86.4,116.3,0,1,2,1,2,3
Y09H103626,2,0,2,3,3,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205752671,22670,91,122.4,0,1,2,1,2,3
Y09H103627,2,0,2,3,3,2,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205752671,22670,92.6,0,363.1,1,2,2,2,2
Y09H103628,2,0,4,3,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205752671,22670,97.8,0,383.7,1,2,2,2,1
Y09H103629,1,0,1,3,3,8,6,0,1,1,0,0,0,2,0,0,0,0,0,0,2,205752671,22670,71.4,96,0,1,2,1,2,2
Y09H103633,1,0,1,1,1,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205752671,22670,87.4,126.5,0,1,2,1,2,3
Y09H103634,4,3,4,3,3,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205752671,22670,92.6,0,363.1,1,2,2,2,2
Y09H103637,1,0,1,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205752671,22670,65.9,88.7,0,1,2,1,2,3
Y09H103639,2,0,2,1,3,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205752671,22670,97,124.9,0,1,2,1,2,2
Y09H103640,4,0,3,3,3,3,4,0,1,1,0,0,0,1,0,0,0,0,0,0,1,205752671,22670,91,122.4,0,1,2,1,2,2
Y09H103701,3,0,3,1,1,28,2,0,0,0,0,0,0,3,0,0,0,0,0,0,3,205752671,22670,68.6,99.2,0,1,3,1,2,3
Y09H103702,4,0,3,1,1,29,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205752671,22670,63.3,91.7,0,1,3,1,2,4
Y09H103703,1,0,1,1,3,0,6,1,0,1,0,0,0,1,0,0,0,0,0,0,1,205752671,22670,74.6,96,0,1,3,1,2,2
Y09H103705,2,0,5,1,2,2,6,2,0,2,0,0,0,2,0,0,0,0,0,0,2,205752671,22670,150.8,300.4,0,1,3,1,2,4
Y09H103713,6,0,5,1,2,10,6,4,2,6,2,2,4,1,3,0,0,0,0,0,4,205752671,22670,153.5,0,297,1,3,2,2,5
Y09H103715,1,0,1,1,1,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205752671,22670,68.6,99.2,0,1,3,1,2,1
Y09H103718,3,0,3,1,2,13,2,0,0,0,0,0,0,2,0,0,0,0,1,0,3,205752671,22670,143.3,285.4,0,1,3,1,2,3
Y09H103731,1,0,1,1,3,1,9,2,0,2,0,0,0,1,0,0,0,0,0,0,1,205752671,22670,74.6,96,0,1,3,1,2,1
Y09H103734,4,0,3,1,2,2,6,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205752671,22670,153.5,0,297,1,3,2,2,4
Y09H103736,3,0,3,1,2,24,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205752671,22670,118.3,235.7,0,1,3,1,2,3
Y09H103737,3,0,3,1,1,31,11,1,0,1,0,0,0,2,0,0,0,0,0,0,2,205752671,22670,63.3,91.7,0,1,3,1,2,3
Y09H103739,2,0,2,1,1,25,5,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205752671,22670,83,120.2,0,1,3,1,2,2
Y09H103742,2,0,2,1,1,14,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205752671,22670,94,0,301.6,1,3,2,2,1
Y09H103802,3,2,3,1,3,1,7,0,2,2,0,1,1,1,0,0,0,0,0,0,1,205752671,22670,74,95.2,0,1,2,1,2,4
Y09H103806,2,0,2,1,1,26,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,205752671,22670,89,0,285.5,1,2,2,2,1
Y09H103807,1,1,1,1,3,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205752671,22670,109.8,0,504,1,2,2,2,1
Y09H103808,1,0,1,1,3,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205752671,22670,80.1,103.1,0,1,2,1,2,1
Y09H103811,4,0,3,1,1,4,5,0,2,2,0,2,2,2,0,0,0,0,0,0,2,205752671,22670,83,120.2,0,1,2,1,2,3
Y09H103814,4,0,3,1,2,9,7,1,2,3,1,1,2,2,0,0,0,0,0,0,2,205752671,22670,162.2,0,313.8,1,2,2,2,3
Y09H103817,2,0,2,1,3,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205752671,22670,74.6,96,0,1,2,1,2,3
Y09H103823,2,0,2,1,1,26,6,1,0,1,0,0,0,1,0,1,0,0,0,0,2,205752671,22670,63.3,91.7,0,1,2,1,2,2
Y09H103826,3,0,5,1,1,33,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205752671,22670,87.4,126.5,0,1,2,1,2,3
Y09H103828,1,0,1,1,2,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205752671,22670,162.2,0,313.8,1,2,2,2,1
Y09H103829,6,0,3,1,3,2,4,1,0,1,1,0,1,1,0,0,0,0,0,0,1,205752671,22670,80.1,103.1,0,1,2,1,2,2
Y09H103830,3,0,3,1,3,24,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205752671,22670,74,95.2,0,1,2,1,2,5
Y09H103831,2,0,4,1,1,54,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205752671,22670,63.9,92.5,0,1,2,1,2,2
Y09H103833,1,0,1,1,1,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205752671,22670,87.4,126.5,0,1,2,1,2,1
Y09H103837,2,0,2,1,3,26,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205752671,22670,74,95.2,0,1,2,1,2,2
Y09H103838,8,0,3,1,3,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205752671,22670,74.6,96,0,1,2,1,2,4
Y09H103841,1,0,1,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205752671,22670,153.5,0,297,1,2,2,2,2
Y09H103842,1,0,1,1,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205752671,22670,109.8,0,504,1,2,2,2,1
Y09H103902,5,0,5,1,2,4,2,2,1,3,0,1,1,2,1,0,0,0,0,0,3,205752674,22670,110.5,157.6,0,1,2,1,2,3
Y09H103908,4,0,5,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205752674,22670,153.3,209,0,1,2,1,2,4
Y09H103913,2,1,4,2,1,5,6,1,0,1,1,0,1,1,0,0,0,0,0,0,1,205752674,22670,79.9,0,263.1,1,2,2,2,3
Y09H103915,2,0,5,1,1,22,11,1,0,1,1,0,1,0,1,0,0,0,0,0,1,205752674,22670,87.6,119,0,1,2,1,2,1
Y09H103925,3,0,3,1,2,5,7,0,0,0,0,0,0,2,1,0,0,0,0,0,3,205752674,22670,103.1,146.9,0,1,2,1,2,4
Y09H103927,1,0,1,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205752674,22670,121.5,0,463,1,2,2,2,1
Y09H103932,2,0,4,1,2,21,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205752674,22670,103.1,146.9,0,1,2,1,2,3
Y09H103933,5,0,3,1,3,2,7,0,1,1,0,1,1,2,0,0,0,0,0,0,2,205752674,22670,143.1,195.1,0,1,2,1,2,2
Y09H103935,4,0,3,1,1,40,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,205752674,22670,110,0,418.9,1,2,2,2,3
Y09H104002,2,0,2,1,1,12,0,1,0,1,0,0,0,2,0,0,0,0,0,0,2,205752674,22670,93.3,126.7,0,1,3,1,2,4
Y09H104004,3,0,3,1,1,3,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205752674,22670,75.4,102.4,0,1,3,1,2,2
Y09H104005,1,0,1,1,3,14,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205752674,22670,143.1,195.1,0,1,3,1,2,1
Y09H104008,1,0,1,1,2,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205752674,22670,137.2,195.6,0,1,3,1,2,2
Y09H104011,5,0,3,1,2,5,9,0,1,1,0,0,0,2,0,0,0,0,0,0,2,205752674,22670,103.1,146.9,0,1,3,1,2,2
Y09H104015,2,0,2,1,1,14,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205752674,22670,100.4,136.4,0,1,3,1,2,1
Y09H104018,1,0,1,1,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205752674,22670,103.1,146.9,0,1,3,1,2,1
Y09H104019,2,0,2,1,1,41,4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205752674,22670,81.7,111,0,1,3,1,2,3
Y09H104021,3,0,4,1,2,27,6,2,0,2,0,0,0,3,0,0,0,0,0,0,3,205752674,22670,150.3,0,500.5,1,3,2,2,5
Y09H104023,4,0,3,1,1,4,10,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205752674,22670,93.3,126.7,0,1,3,1,2,5
Y09H104024,2,4,2,1,1,37,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205752674,22670,97.7,132.8,0,1,3,1,2,3
Y09H104026,5,0,3,1,3,0,10,0,1,1,0,1,1,1,1,0,0,0,0,0,2,205752674,22670,143.1,195.1,0,1,3,1,2,2
Y09H104028,4,0,3,1,1,8,4,0,2,2,0,2,2,2,0,0,0,0,0,0,2,205752674,22670,110,0,418.9,1,3,2,2,3
Y09H104029,5,0,3,1,1,16,4,2,2,4,0,0,0,2,0,0,0,0,0,0,2,205752674,22670,100.4,136.4,0,1,3,1,2,3
Y09H104033,5,0,5,1,1,10,11,0,0,0,0,0,0,1,1,0,0,0,0,0,2,205752674,22670,81.7,111,0,1,3,1,2,3
Y09H104036,5,0,3,1,1,17,6,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205752674,22670,100.4,136.4,0,1,3,1,2,2
Y09H104039,2,0,2,1,1,11,6,2,0,2,0,0,0,2,0,0,0,0,0,0,2,205752674,22670,75.4,102.4,0,1,3,1,2,4
Y09H104042,2,0,2,1,2,38,9,2,0,2,0,0,0,1,0,0,0,0,0,0,1,205752674,22670,150.3,0,500.5,1,3,2,2,4
Y09H104102,2,0,2,1,1,47,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205852174,22170,83.9,116.9,0,1,2,1,2,3
Y09H104104,1,0,1,1,2,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205852174,22170,99.2,136,0,1,2,1,2,1
Y09H104105,1,0,1,1,1,15,11,1,0,1,1,0,1,1,0,0,0,0,0,0,1,205852174,22170,73.5,102.4,0,1,2,1,2,3
Y09H104107,4,3,3,1,2,15,11,3,1,4,0,0,0,1,1,0,0,0,0,0,2,205852174,22170,144.7,0,566,1,2,2,2,5
Y09H104108,4,0,4,1,3,2,3,2,2,4,0,1,1,1,0,0,0,0,0,0,1,205852174,22170,181.7,245.4,0,1,2,1,2,5
Y09H104110,2,0,4,1,1,24,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205852174,22170,87.9,122.4,0,1,2,1,2,4
Y09H104114,2,0,4,1,1,25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205852174,22170,98.9,0,369.5,1,2,2,2,1
Y09H104115,3,0,3,1,2,9,3,1,1,2,0,1,1,0,2,0,0,0,0,0,2,205852174,22170,132.1,181,0,1,2,1,2,2
Y09H104117,1,0,1,1,1,20,0,2,0,2,0,0,0,2,0,0,0,1,0,0,3,205852174,22170,87.9,122.4,0,1,2,1,2,2
Y09H104118,2,0,5,2,2,4,11,0,1,1,0,1,1,1,0,0,0,0,0,0,1,205852174,22170,65.5,111.7,0,1,2,1,2,1
Y09H104120,2,1,2,1,2,5,3,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205852174,22170,160,0,625.6,1,2,2,2,5
Y09H104122,2,0,2,1,1,3,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205852174,22170,90.3,125.8,0,1,2,1,2,1
Y09H104123,3,0,4,1,3,1,1,0,2,2,0,1,1,1,0,0,0,0,0,0,1,205852174,22170,168.9,228,0,1,2,1,2,1
Y09H104125,1,0,1,1,1,10,11,1,0,1,1,0,1,1,1,0,0,0,0,0,2,205852174,22170,67.8,94.5,0,1,2,1,2,3
Y09H104126,1,0,1,1,2,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205852174,22170,107.6,147.4,0,1,2,1,2,1
Y09H104130,4,0,4,1,3,0,4,0,3,3,0,2,2,1,0,0,0,0,0,0,1,205852174,22170,168.9,228,0,1,2,1,2,1
Y09H104131,3,1,3,1,2,2,9,0,0,0,0,0,0,2,0,1,0,0,0,0,3,205852174,22170,128.6,176.2,0,1,2,1,2,4
Y09H104132,2,0,2,1,1,32,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205852174,22170,67.8,94.5,0,1,2,1,2,2
Y09H104134,3,2,3,1,2,5,0,1,1,2,0,1,1,1,1,0,0,0,0,0,2,205852174,22170,160,0,625.6,1,2,2,2,2
Y09H104135,1,0,1,1,1,11,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205852174,22170,98.9,0,369.5,1,2,2,2,1
Y09H104138,3,0,3,1,1,18,6,0,0,0,0,0,0,2,1,0,0,0,0,0,3,205852174,22170,87.9,122.4,0,1,2,1,2,5
Y09H104139,3,0,3,1,2,8,4,2,2,4,2,1,3,2,0,0,0,0,0,0,2,205852174,22170,99.2,136,0,1,2,1,2,5
Y09H104212,2,0,2,1,2,10,8,0,0,0,0,0,0,1,0,0,1,0,0,0,2,205852174,22170,107.6,147.4,0,1,2,1,2,3
Y09H104214,1,0,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205852174,22170,87.2,0,244.8,1,2,2,2,3
Y09H104216,1,0,1,1,1,44,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205852174,22170,83.9,116.9,0,1,2,1,2,1
Y09H104220,4,0,3,1,2,4,4,0,3,3,0,2,2,1,1,0,0,0,0,0,2,205852174,22170,160,0,625.6,1,2,2,2,5
Y09H104221,2,1,2,1,1,42,11,1,0,1,0,0,0,2,0,0,0,0,0,0,2,205852174,22170,98.9,0,369.5,1,2,2,2,1
Y09H104222,2,0,4,1,1,29,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205852174,22170,90.3,125.8,0,1,2,1,2,1
Y09H104223,5,0,3,1,2,9,7,0,0,0,0,0,0,1,3,0,0,0,0,0,4,205852174,22170,122.8,168.2,0,1,2,1,2,5
Y09H104225,2,0,2,1,3,15,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205852174,22170,136.5,184.3,0,1,2,1,2,2
Y09H104226,3,0,3,1,1,43,7,1,0,1,0,0,0,1,1,1,0,0,0,0,3,205852174,22170,73.5,102.4,0,1,2,1,2,2
Y09H104227,1,0,1,1,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205852174,22170,220,0,899.2,1,2,2,2,2
Y09H104230,4,0,3,1,1,43,3,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205852174,22170,83.9,116.9,0,1,2,1,2,4
Y09H104236,5,0,3,1,2,0,7,2,3,5,2,1,3,1,0,0,0,0,0,0,1,205852174,22170,132.1,181,0,1,2,1,2,1
Y09H104237,2,0,2,1,1,41,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205852174,22170,83.9,116.9,0,1,2,1,2,2
Y09H104238,1,0,1,1,2,21,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,205852174,22170,128.6,176.2,0,1,2,1,2,2
Y09H104303,4,0,5,1,3,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205852174,22170,176.9,238.9,0,1,2,1,2,3
Y09H104304,4,1,3,1,3,1,0,3,1,4,1,0,1,2,0,0,0,0,1,0,3,205852174,22170,136.5,184.3,0,1,2,1,2,5
Y09H104306,2,2,4,3,3,5,11,2,0,2,0,0,0,1,0,0,0,0,0,0,1,205852174,22170,221.9,0,1250.1,1,2,2,2,1
Y09H104307,2,0,2,1,1,45,6,3,0,3,1,0,1,1,0,0,0,0,0,0,1,205852174,22170,79.5,0,297,1,2,2,2,1
Y09H104311,2,0,2,1,1,46,3,0,0,0,0,0,0,1,0,1,0,0,0,0,2,205852174,22170,67.8,94.5,0,1,2,1,2,2
Y09H104316,2,0,2,1,1,47,10,0,0,0,0,0,0,1,1,0,0,0,0,0,2,205852174,22170,83.9,116.9,0,1,2,1,2,2
Y09H104319,2,0,2,1,2,6,11,0,0,0,0,0,0,1,1,0,0,0,0,0,2,205852174,22170,107.6,147.4,0,1,2,1,2,2
Y09H104320,2,0,2,1,3,4,10,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205852174,22170,171.1,0,699.2,1,2,2,2,3
Y09H104322,1,0,1,1,1,37,7,1,0,1,0,0,0,1,0,0,0,0,0,0,1,205852174,22170,90.3,125.8,0,1,2,1,2,1
Y09H104325,2,0,2,1,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205852174,22170,67.8,94.5,0,1,2,1,2,1
Y09H104328,2,0,4,3,3,19,6,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205852174,22170,207.5,0,1169.1,1,2,2,2,3
Y09H104330,2,0,2,1,3,0,7,2,0,2,0,0,0,2,0,0,0,0,0,0,2,205852174,22170,168.9,228,0,1,2,1,2,4
Y09H104332,1,0,1,3,3,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205852174,22170,177.1,203.7,0,1,2,1,2,2
Y09H104336,2,0,2,3,3,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205852174,22170,235.8,271.3,0,1,2,1,2,4
Y09H104337,1,0,1,3,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205852174,22170,219.1,252.1,0,1,2,1,2,2
Y09H104338,1,0,1,3,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205852174,22170,229.5,264.1,0,1,2,1,2,3
Y09H104339,3,1,3,1,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205852174,22170,99.2,136,0,1,2,1,2,5
Y09H104342,3,0,4,1,1,14,7,4,1,5,0,0,0,1,0,0,0,0,0,0,1,205852174,22170,79.5,0,297,1,2,2,2,3
Y09H104403,2,0,2,3,1,34,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205852174,22170,74.2,117.3,0,1,2,1,2,2
Y09H104404,4,0,3,2,2,4,8,0,2,2,0,0,0,2,1,0,0,0,0,0,3,205852174,22170,91.1,155.3,0,1,2,1,2,4
Y09H104405,2,0,2,3,3,0,7,2,0,2,0,0,0,2,0,0,0,0,0,0,2,205852174,22170,225.3,259.2,0,1,2,1,2,3
Y09H104407,1,0,1,2,1,9,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,205852174,22170,70.1,0,196.7,1,2,2,2,2
Y09H104408,2,0,2,1,1,33,3,1,0,1,0,0,0,3,0,0,0,0,0,0,3,205852174,22170,69.5,96.8,0,1,2,1,2,4
Y09H104409,2,0,5,1,1,40,5,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205852174,22170,94.4,131.4,0,1,2,1,2,2
Y09H104414,2,0,2,2,2,6,4,1,0,1,0,0,0,2,0,0,0,0,0,0,2,205852174,22170,76.8,0,190.2,1,2,2,2,3
Y09H104415,2,0,2,1,1,26,11,1,0,1,1,0,1,1,1,0,0,0,0,0,2,205852174,22170,69.5,96.8,0,1,2,1,2,1
Y09H104416,4,0,3,1,3,0,5,2,3,5,0,3,3,2,0,0,0,0,0,0,2,205852174,22170,189.9,256.4,0,1,2,1,2,5
Y09H104417,2,0,2,1,1,13,11,1,0,1,0,0,0,2,0,0,0,0,0,0,2,205852174,22170,84.2,117.2,0,1,2,1,2,3
Y09H104418,4,0,3,1,2,1,2,2,1,3,0,1,1,1,1,0,0,0,1,0,3,205852174,22170,138,189.1,0,1,2,1,2,3
Y09H104419,2,0,5,1,4,2,8,3,1,4,2,1,3,0,1,1,0,0,0,0,2,205852174,22170,173.6,234.5,0,1,2,1,2,4
Y09H104422,2,0,2,1,1,35,6,2,0,2,2,0,2,2,0,0,0,0,0,0,2,205852174,22170,69.5,96.8,0,1,2,1,2,4
Y09H104425,2,0,2,1,1,14,5,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205852174,22170,94.4,131.4,0,1,2,1,2,3
Y09H104429,4,1,3,1,1,15,11,3,0,3,3,0,3,0,0,0,0,0,0,0,0,205852174,22170,69.5,96.8,0,1,2,1,2,2
Y09H104433,2,0,2,2,1,5,10,2,0,2,1,0,1,0,1,0,0,0,0,0,1,205852174,22170,76.1,120.2,0,1,2,1,2,2
Y09H104434,6,0,3,1,2,15,2,1,3,4,0,0,0,2,0,0,0,0,0,0,2,205852174,22170,124.4,0,486.4,1,2,2,2,4
Y09H104435,1,0,1,3,1,18,11,1,0,1,0,0,0,1,0,0,0,0,0,0,1,205852174,22170,70.1,0,196.7,1,1,2,2,1
Y09H104437,1,0,1,3,2,7,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,205852174,22170,91.1,155.3,0,1,1,1,2,4
Y09H104501,4,0,3,1,2,17,8,1,2,3,0,0,0,2,0,0,0,0,0,0,2,205752671,22670,104.4,208,0,1,2,1,2,4
Y09H104502,1,0,1,1,4,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205752671,22670,96,123.5,0,1,2,1,2,1
Y09H104508,4,0,3,1,1,19,11,1,0,1,0,0,0,2,0,0,0,0,0,0,2,205752671,22670,60.5,87.6,0,1,2,1,2,5
Y09H104511,2,0,5,1,1,6,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,205752671,22670,82.1,118.9,0,1,2,1,2,1
Y09H104512,3,0,3,2,2,0,6,1,1,2,0,0,0,1,0,0,0,0,0,0,1,205752671,22670,41.7,55.9,0,1,2,1,2,3
Y09H104516,3,0,4,1,4,14,1,1,2,3,1,2,3,1,0,0,0,0,0,0,1,205752671,22670,96,123.5,0,1,2,1,2,1
Y09H104517,1,2,1,1,1,69,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205752671,22670,73.3,106,0,1,2,1,2,2
Y09H104521,2,0,2,1,2,3,11,2,0,2,0,0,0,1,0,0,0,0,1,0,2,205752671,22670,119.4,0,231,1,2,2,2,4
Y09H104523,1,0,1,1,1,10,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,205752671,22670,82.1,118.9,0,1,2,1,2,2
Y09H104527,3,0,3,1,2,5,3,0,1,1,0,1,1,1,0,0,0,0,0,0,1,205752671,22670,127.7,0,247,1,2,2,2,3
Y09H104530,3,0,3,1,1,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205752671,22670,82.1,118.9,0,1,2,1,2,5
Y09H104536,5,0,3,1,3,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,205752671,22670,70.7,91,0,1,2,1,2,5
Y09H104601,3,0,3,1,2,8,6,2,1,3,0,0,0,2,0,0,1,0,0,0,3,205852171,22170,60.2,78.1,0,1,4,1,2,4
Y09H104602,4,0,3,1,2,6,6,3,2,5,1,1,2,2,0,0,0,0,0,0,2,205852171,22170,81.7,106,0,1,4,1,2,4
Y09H104605,2,0,2,1,1,6,8,3,0,3,3,0,3,2,0,0,0,0,0,0,2,205852171,22170,49.2,74.3,0,1,4,1,2,3
Y09H104606,2,0,2,1,2,2,4,3,0,3,0,0,0,2,1,0,0,0,1,0,4,205852171,22170,73.6,0,326.8,1,4,2,2,5
Y09H104608,6,0,3,1,2,3,6,3,5,8,0,3,3,1,1,0,0,0,0,0,2,205852171,22170,60.2,78.1,0,1,4,1,2,5
Y09H104611,4,0,3,1,2,3,10,2,2,4,0,2,2,1,2,0,0,0,1,0,4,205852171,22170,81.7,106,0,1,4,1,2,5
Y09H104615,4,0,3,1,2,5,10,0,0,0,0,0,0,2,1,0,0,0,0,0,3,205852171,22170,60.2,78.1,0,1,4,1,2,5
Y09H104618,2,0,2,1,2,1,5,0,0,0,0,0,0,2,1,1,0,0,0,0,4,205852171,22170,81.7,106,0,1,4,1,2,3
Y09H104619,5,0,3,1,2,5,6,5,0,5,0,0,0,5,0,0,0,0,0,0,5,205852171,22170,74.7,96.9,0,1,4,1,2,5
Y09H104620,4,0,5,1,2,4,6,0,0,0,0,0,0,3,0,0,0,0,0,0,3,205852171,22170,73.6,0,326.8,1,4,2,2,2
Y09H104621,5,0,3,1,1,5,1,0,1,1,0,0,0,1,1,0,0,0,0,0,2,205852171,22170,45.4,0,132.4,1,4,2,2,4
Y09H104622,2,0,2,1,2,5,10,1,0,1,0,0,0,2,0,0,0,0,0,0,2,205852171,22170,60.2,78.1,0,1,4,1,2,3
Y09H104624,2,0,2,1,1,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205852171,22170,48,72.5,0,1,4,1,2,3
Y09H104629,2,2,2,1,2,4,8,0,0,0,0,0,0,2,0,0,0,0,0,0,2,205852171,22170,60.2,78.1,0,1,4,1,2,4
Y09H104631,4,0,3,1,2,4,2,1,0,1,0,0,0,0,2,0,0,0,0,0,2,205852171,22170,72.8,94.5,0,1,4,1,2,5
Y09H104632,3,0,3,2,2,5,11,2,0,2,0,0,0,0,2,0,0,0,0,0,2,205852171,22170,59.3,90.9,0,1,4,1,2,2
Y09H104633,4,0,3,1,2,5,7,0,2,2,0,0,0,0,1,0,1,0,0,0,2,205852171,22170,74.7,96.9,0,1,4,1,2,4
Y09H104637,4,0,3,1,2,2,9,2,1,3,0,0,0,2,0,0,0,0,0,0,2,205852171,22170,81.7,106,0,1,4,1,2,5
Y09H104638,4,0,3,1,2,6,1,2,2,4,0,2,2,1,1,0,0,0,0,0,2,205852171,22170,72.8,94.5,0,1,4,1,2,4
Y09H104641,5,1,3,1,2,2,5,1,1,2,1,1,2,2,2,0,0,0,0,0,4,205852171,22170,73.6,0,326.8,1,4,2,2,4
Y09H104642,4,0,3,1,2,6,3,0,2,2,0,0,0,1,1,0,0,0,1,0,3,205852171,22170,68.8,0,305.6,1,4,2,2,5
Y09H104705,1,0,1,3,1,21,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,205752674,22670,63,90.3,0,1,2,1,2,4
Y09H104706,3,0,3,1,3,1,4,1,2,3,0,2,2,1,0,0,0,0,0,0,1,205752674,22670,165.4,0,622.7,1,2,2,2,1
